node,delay[sec],bandwidth[bytes/sec]
C,7.958173751831055,10.806499415800353
C,0.1697540283203125,500.7244943820225
C,0.23484230041503906,366.20319187817256
C,0.3743171691894531,227.08015286624203
C,0.3972053527832031,211.47751260504202
B,0.3161430358886719,272.028766214178
C,0.2009868621826172,427.88866429418744
C,0.4558563232421875,188.6559330543933
C,0.4601478576660156,186.8964476683938
A,0.26726722717285156,321.7753291703836
C,0.4990100860595703,172.34120592451026
C,0.4150867462158203,207.18560827110855
B,0.5512237548828125,156.0164982698962
A,0.6208419799804688,138.52156067588325
C,0.6084442138671875,141.34410031347963
C,0.2880096435546875,298.60111258278147
B,0.5123615264892578,165.898483015356
C,0.42891502380371094,200.50591662034464
B,0.5908012390136719,145.56502986279258
C,0.5285739898681641,162.7019142986017
B,0.28705596923828125,299.5931428571429
C,0.4467964172363281,192.48140021344716
A,0.6494522094726562,132.4192892804699
C,0.4227161407470703,201.08056401579245
B,1.2676715850830078,67.84091480157984
C,0.2627372741699219,323.51709618874776
C,0.18739700317382812,458.9187582697201
C,0.36716461181640625,231.5037922077922
C,0.5061626434326172,167.9302119642016
C,0.5676746368408203,149.73365812683747
C,0.4954338073730469,171.56681424446583
B,0.21719932556152344,395.9496641053787
B,0.2701282501220703,318.3672939099735
C,0.46324729919433594,183.48730828615544
C,0.5068778991699219,169.66610724365006
B,0.35572052001953125,241.76283109919572
B,0.5466938018798828,155.48008722197994
C,0.20647048950195312,416.524415704388
C,0.45680999755859375,188.26207933194155
C,0.16570091247558594,512.9724316546763
B,0.20194053649902344,420.91598583234946
C,0.5846023559570312,147.10854159869496
C,0.5469322204589844,157.24069049694856
B,0.5993843078613281,143.4805664280032
B,0.38743019104003906,221.97547323076924
A,0.5731582641601562,150.0458169717138
B,0.20813941955566406,408.38011454753723
A,0.4944801330566406,173.92003085824493
B,0.6191730499267578,138.894934154794
C,0.2086162567138672,407.44667428571427
C,0.2875328063964844,299.0963051409619
A,0.5903244018554688,145.68261066235866
B,0.5757808685302734,149.3623784679089
C,0.2110004425048828,407.5820836158192
C,0.6308555603027344,136.32280574452002
C,0.6949901580810547,122.30389022298456
C,0.6923675537109375,124.21148209366392
C,0.6389617919921875,133.0282985074627
C,0.3876686096191406,221.8389569495695
C,0.5605220794677734,153.42838962143767
C,1.0905265808105469,78.86098469610845
C,0.22983551025390625,369.82970954356847
