node,delay[sec],bandwidth[bytes/sec]
C,32.9434871673584,2.6105311669983715
C,0.21314620971679688,403.4789082774049
B,0.21409988403320312,397.01095768374165
B,0.1876354217529297,453.0061499364676
C,0.1964569091796875,437.75502912621357
C,0.4131793975830078,208.1420334679746
B,0.5087852478027344,169.0300581068416
B,0.2334117889404297,368.4475423901941
C,0.2110004425048828,407.5820836158192
C,0.5853176116943359,146.92877556008148
A,0.22268295288085938,386.1992976445396
C,0.2117156982421875,406.20511711711714
A,0.6716251373291016,128.04761945331913
C,0.20265579223632812,424.36487529411767
C,0.21696090698242188,396.3847736263736
B,0.3750324249267578,229.31350540368723
C,0.2040863037109375,421.3903551401869
C,0.19884109497070312,427.4770263788969
C,0.17142295837402344,501.68309318497916
C,0.1823902130126953,471.5165281045752
C,0.22268295288085938,386.1992976445396
C,0.5280971527099609,162.84882347629798
B,0.20003318786621094,429.9286579261025
C,0.1838207244873047,467.84713878080413
A,0.6949901580810547,123.74275951972555
C,0.20122528076171875,427.38168720379144
C,0.6206035614013672,138.5747767960046
B,0.1933574676513672,444.7720641183724
A,0.25916099548339844,331.8400588776449
B,0.21338462829589844,403.0280938547486
C,0.1647472381591797,515.9418813314038
C,0.5214214324951172,164.93376497485139
C,0.2009868621826172,422.9132147093713
C,0.7302761077880859,117.7636774404179
B,0.24628639221191406,349.1869738625363
B,0.2200603485107422,390.8018894907909
C,0.1900196075439453,452.5848732747804
B,0.21338462829589844,398.34172067039106
C,0.19168853759765625,448.6444577114428
B,0.2448558807373047,347.1429795520935
C,0.21004676818847656,409.4326265607264
C,0.1926422119140625,446.42344554455445
C,0.21696090698242188,396.3847736263736
C,0.19741058349609375,430.57468599033814
C,0.12063980102539062,712.8658972332016
B,0.19812583923339844,434.06756197352587
B,0.23221969604492188,370.3389568788501
B,0.20742416381835938,414.6093609195402
B,0.3311634063720703,259.690528437725
B,0.5939006805419922,144.80535688478523
C,0.5004405975341797,171.84856788947118
A,0.2696514129638672,318.93027763041556
C,0.1919269561767578,442.8768198757764
C,0.1747608184814453,492.1011514324693
C,0.2338886260986328,367.696375127421
B,0.2963542938232422,290.1931971037812
B,0.2281665802001953,376.9176008359457
C,0.20384788513183594,421.88320935672516
C,0.2593994140625,331.5350588235294
C,0.2052783966064453,418.94325667828105
B,0.6096363067626953,139.42739147438405
C,0.22864341735839844,376.13153701772677
C,0.4603862762451172,186.79966027964784
C,0.20384788513183594,412.07197192982454
B,0.2238750457763672,384.1428583599574
B,0.21004676818847656,404.6717820658343
C,0.2238750457763672,384.1428583599574
C,0.22363662719726562,384.55239232409383
A,0.19240379333496094,446.97663444857494
C,0.2243518829345703,378.8691179596174
B,0.22721290588378906,378.4996264428122
C,0.18906593322753906,454.8677730138714
C,0.5755424499511719,149.42425186412592
C,0.22125244140625,384.17655172413794
C,0.18405914306640625,467.24111917098446
C,0.21076202392578125,408.043149321267
C,0.1876354217529297,458.33563405336724
C,0.19073486328125,450.88768
C,0.20575523376464844,417.97235689455385
B,0.2894401550292969,297.12532454695224
C,0.5030632019042969,170.9526748815166
C,0.20623207092285156,412.15704046242774
A,0.20051002502441406,423.91895362663496
C,0.4703998565673828,182.8231849974658
C,0.20003318786621094,429.9286579261025
B,0.2181529998779297,394.21873661202187
B,0.31948089599609375,269.1866746268657
C,0.23484230041503906,361.94501522842637
C,0.202178955078125,425.3657358490566
C,0.217437744140625,395.51550877192983
B,0.2071857452392578,415.08647180667435
C,0.6806850433349609,126.34330788091069
A,0.7870197296142578,109.2729912147834
C,0.19407272338867188,443.13285503685506
C,0.18310546875,469.67466666666667
C,0.18644332885742188,461.266168797954
C,0.1895427703857422,448.44759748427674
A,0.19931793212890625,431.47146411483254
C,0.19168853759765625,448.6444577114428
C,0.19431114196777344,437.4427484662577
A,0.20003318786621094,429.9286579261025
C,0.18644332885742188,461.266168797954
C,0.10442733764648438,823.5391415525114
C,0.20384788513183594,421.88320935672516
C,0.19502639770507812,440.96594621026895
C,0.19049644470214844,446.20255319148936
C,0.1628398895263672,528.1261259150805
C,0.2231597900390625,385.37408547008545
C,0.2079010009765625,413.65842201834863
A,0.19979476928710938,430.44169928400953
C,0.17976760864257812,478.39541644562337
B,0.20360946655273438,417.46585480093677
C,0.202178955078125,425.3657358490566
C,0.19311904907226562,434.96485925925924
A,0.2994537353515625,283.85019108280255
A,0.4792213439941406,179.4577830845771
A,0.43654441833496094,197.0017170944839
C,0.20551681518554688,413.5914617169374
B,0.2524852752685547,340.6139225684608
A,0.22792816162109375,377.3118661087866
B,0.30803680419921875,279.18741795665636
B,0.21386146545410156,402.129480490524
C,0.18978118896484375,453.1534472361809
C,0.20432472229003906,420.8986511085181
C,0.5517005920410156,155.8816525496975
C,0.5459785461425781,157.51534672489083
C,0.1926422119140625,446.42344554455445
B,0.2281665802001953,376.9176008359457
A,0.2658367156982422,315.9834403587444
C,0.46896934509277344,183.38085612608032
B,0.2353191375732422,365.46113880445796
C,0.20742416381835938,414.6093609195402
B,0.3180503845214844,270.3974092953523
C,0.21409988403320312,401.68167483296213
A,0.2181529998779297,389.6347978142077
B,0.21386146545410156,402.129480490524
B,0.19884109497070312,432.5061678657074
A,0.20360946655273438,417.46585480093677
C,0.28967857360839844,296.8807769547325
A,0.5621910095214844,152.97291942324003
C,0.18334388732910156,469.06390637191157
C,0.19550323486328125,439.89041951219514
B,0.19931793212890625,431.47146411483254
C,0.18167495727539062,473.3728923884514
B,0.33473968505859375,256.91605698005696
C,0.1933574676513672,444.7720641183724
C,0.17714500427246094,479.8328936742934
A,0.7109642028808594,120.96248960429241
B,0.22077560424804688,389.5357926565875
C,0.15616416931152344,550.7025099236641
B,0.2071857452392578,415.08647180667435
C,0.20194053649902344,425.8679386068477
C,0.1857280731201172,452.2741155327343
C,0.1983642578125,433.5458461538461
B,0.19979476928710938,430.44169928400953
C,0.20694732666015625,415.5646820276498
C,0.1914501190185547,449.20316811955166
C,0.1933574676513672,444.7720641183724
C,0.17642974853515625,487.44614054054057
C,0.23937225341796875,359.2730517928287
A,0.2624988555908203,327.62047593097185
C,0.18715858459472656,459.50336815286624
B,0.25534629821777344,332.88126984126984
B,0.2906322479248047,295.90659885151763
B,0.3113746643066406,276.19459724349156
B,0.2377033233642578,361.79553059177533
A,0.32067298889160156,268.18598066914495
B,0.2694129943847656,319.2125168141593
B,0.1900196075439453,452.5848732747804
B,0.2808570861816406,302.64502546689306
B,0.2841949462890625,299.0904697986577
A,0.2582073211669922,333.06569159741457
A,0.2162456512451172,397.6958588754135
A,0.26035308837890625,330.3206446886447
B,0.21648406982421875,397.2578678414097
B,0.3108978271484375,276.61820858895703
B,0.2696514129638672,318.93027763041556
A,0.25177001953125,341.58157575757576
B,0.2560615539550781,335.85674487895716
A,1.1355876922607422,74.85111064455175
B,0.2853870391845703,297.8411361737678
A,0.26154518127441406,328.8150811303555
B,0.244140625,352.256
B,0.2143383026123047,401.2348654060067
B,0.21791458129882812,394.65004814004374
B,0.31280517578125,274.93151219512197
B,0.8413791656494141,102.21313233210542
A,0.29206275939941406,294.4572604081633
B,0.23555755615234375,365.09123886639674
A,0.3349781036376953,256.73319857651245
B,0.2760887145996094,311.494079447323
B,0.27251243591308594,315.58192825896765
B,0.26869773864746094,320.0622395740905
B,0.2713203430175781,309.59713181019333
A,0.24557113647460938,350.20402330097085
A,0.2887248992919922,297.8613905862923
B,0.22268295288085938,386.1992976445396
B,0.2346038818359375,366.57534959349596
B,0.6034374237060547,142.51684867641248
A,0.8490085601806641,101.29462061218759
B,0.2617835998535156,328.51561384335156
A,0.2880096435546875,295.12900662251656
A,0.3230571746826172,266.2067483394834
B,0.28443336486816406,302.3555272422464
A,0.2646446228027344,324.9640936936937
B,0.28228759765625,301.11135135135135
B,0.2570152282714844,334.6105231910946
B,0.24843215942382812,346.1709635316699
B,0.34689903259277344,245.02806872852233
A,0.324249267578125,265.2280470588235
A,0.21386146545410156,402.129480490524
B,0.2040863037109375,416.4904672897196
A,0.25463104248046875,337.74358052434457
B,0.22411346435546875,383.73419574468085
B,0.25916099548339844,331.8400588776449
A,0.3986358642578125,213.22717703349284
B,0.24890899658203125,341.4902681992337
B,0.09179115295410156,936.909464935065
A,0.29206275939941406,291.03333877551023
B,0.20051002502441406,423.91895362663496
B,0.24509429931640625,350.8853540856031
B,0.278472900390625,301.6451506849315
A,0.24771690368652344,347.1704947064485
A,0.25081634521484375,338.89338403041825
A,0.2751350402832031,312.5737816291161
A,0.26798248291015625,320.91649822064056
B,0.23055076599121094,373.019797311272
B,0.21696090698242188,396.3847736263736
B,0.18358230590820312,468.4547324675325
B,0.26702880859375,322.06262857142855
A,0.24390220642089844,352.60033626588466
B,0.2560615539550781,335.85674487895716
B,0.25081634521484375,342.8803650190114
A,0.18978118896484375,453.1534472361809
A,0.24127960205078125,356.4329486166008
A,0.6518363952636719,131.93494659839064
B,0.2961158752441406,287.0497906602254
A,0.22220611572265625,387.0280515021459
A,0.29659271240234375,289.959922829582
B,0.22482872009277344,382.513408271474
A,0.23221969604492188,366.03268993839833
A,0.286102294921875,297.09653333333335
B,0.27108192443847656,317.2472682497801
B,0.26535987854003906,324.08817969451934
A,0.24938583374023438,344.8471739961759
B,0.27441978454589844,309.7444309296264
B,0.1049041748046875,819.7957818181818
